year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description
2012;;street_length;Street length;km;;;;;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Davao del Norte;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Is. Garden City of;;181,36;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Panabo City;;154,80;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Tagum City;;142,64;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Davao del Sur;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Davao City;;1637,38;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Digos City;;69,25;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Davao Oriental;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Mati City;;28,35;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;;;2213,77;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;North Cotabato;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Kidapawan City;;37,07;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Sarangani;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Cotabato City;;151,01;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;South Cotabato;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Gen. Santos City;;582,35;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Koronadal City;;49,47;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Sultan Kudarat;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Tacurong City;;26,28;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;;;846,18;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Agusan del Norte;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Butuan City;;89,22;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Cabadbaran City;;35,21;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Agusan del Sur;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Bayugan City;;15,81;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Surigao del Norte;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Surigao City;;37,27;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Surigao del Sur;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Bislig City;;221,97;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Tandag City;;133,63;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;;;533,11;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Basilan;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Lamitan City;;6,34;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
2012;;street_length;Street length;km;;;;Lanao del Sur;;;Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines
