"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"China";"";"";"374257";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Mongolia";"";"";"1289";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Bangladesh";"";"";"27786";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"India";"";"";"253473";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Nepal";"";"";"2356";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Pakistan";"";"";"41514";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Cambodia";"";"";"1611";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Indonesia";"";"";"68087";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Lao People's Democratic Republic";"";"";"836";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Myanmar";"";"";"11372";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Philippines";"";"";"33786";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Thailand";"";"";"18208";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Viet Nam";"";"";"16202";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Iraq";"";"";"14424";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Jordan";"";"";"3366";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Lebanon";"";"";"2961";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Saudi Arabia";"";"";"14361";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Syrian Arab Republic";"";"";"732";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Turkey";"";"";"38023";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Yemen";"";"";"3688";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Argentina";"";"";"30827";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Belize";"";"";"105";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Bolivia";"";"";"4446";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Brazil";"";"";"125489";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Chile";"";"";"12158";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Colombia";"";"";"2571";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Costa Rica";"";"";"1941";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Dominican Republic";"";"";"4679";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Ecuador";"";"";"6589";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"El Salvador";"";"";"3091";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"French Guiana";"";"";"104";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Grenada";"";"";"35";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Guadeloupe";"";"";"398";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Guatemala";"";"";"4314";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Guyana";"";"";"221";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Haiti";"";"";"2562";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Honduras";"";"";"24";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Jamaica";"";"";"1248";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Mexico";"";"";"67241";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Nicaragua";"";"";"2494";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Panama";"";"";"1603";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Paraguay";"";"";"2503";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Peru";"";"";"16988";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Saint Lucia";"";"";"44";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Suriname";"";"";"272";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Trinidad and Tobago";"";"";"122";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
"1995";"";"urban_population_countries";"Urban population – Countries";"1000";"";"";"Venezuela (Bolivarian Republic of)";"";"";"19291";"Table 6 Urban population, proportion of urban population living in slum area and urban slum population";"Slum dwellers"
