year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description;category
2005;;connection_to_electricity;Connection to electricity;p;;;MD;;;99.4;;
2005;;connection_to_electricity;Connection to electricity;p;;;ME;;;0;;
1997;;connection_to_electricity;Connection to electricity;p;;;MG;;;38.1;;
2003;;connection_to_electricity;Connection to electricity;p;;;MG;;;52.7;;
2005;;connection_to_electricity;Connection to electricity;p;;;MK;;;0;;
1996;;connection_to_electricity;Connection to electricity;p;;;ML;;;21.5;;
2001;;connection_to_electricity;Connection to electricity;p;;;ML;;;37;;
2006;;connection_to_electricity;Connection to electricity;p;;;ML;;;47.4;;
2005;;connection_to_electricity;Connection to electricity;p;;;MN;;;0;;
2007;;connection_to_electricity;Connection to electricity;p;;;MR;;;0;;
2001;;connection_to_electricity;Connection to electricity;p;;;MR;;;49.7;;
2000;;connection_to_electricity;Connection to electricity;p;;;MW;;;28.7;;
2006;;connection_to_electricity;Connection to electricity;p;;;MW;;;0;;
1992;;connection_to_electricity;Connection to electricity;p;;;MW;;;19.8;;
2004;;connection_to_electricity;Connection to electricity;p;;;MW;;;30.2;;
1997;;connection_to_electricity;Connection to electricity;p;;;MZ;;;25.8;;
2003;;connection_to_electricity;Connection to electricity;p;;;MZ;;;25;;
2007;;connection_to_electricity;Connection to electricity;p;;;NA;;;77.6;;
2000;;connection_to_electricity;Connection to electricity;p;;;NA;;;73.2;;
1992;;connection_to_electricity;Connection to electricity;p;;;NA;;;66;;
1992;;connection_to_electricity;Connection to electricity;p;;;NE;;;26.7;;
1998;;connection_to_electricity;Connection to electricity;p;;;NE;;;36.5;;
2006;;connection_to_electricity;Connection to electricity;p;;;NE;;;47.2;;
1999;;connection_to_electricity;Connection to electricity;p;;;NG;;;84.3;;
2003;;connection_to_electricity;Connection to electricity;p;;;NG;;;84.9;;
1998;;connection_to_electricity;Connection to electricity;p;;;NI;;;91.1;;
2001;;connection_to_electricity;Connection to electricity;p;;;NI;;;94.5;;
1996;;connection_to_electricity;Connection to electricity;p;;;NP;;;78.4;;
2001;;connection_to_electricity;Connection to electricity;p;;;NP;;;85.7;;
2006;;connection_to_electricity;Connection to electricity;p;;;NP;;;90.1;;
2000;;connection_to_electricity;Connection to electricity;p;;;PE;;;92.5;;
1991;;connection_to_electricity;Connection to electricity;p;;;PE;;;90.3;;
1996;;connection_to_electricity;Connection to electricity;p;;;PE;;;92;;
2004;;connection_to_electricity;Connection to electricity;p;;;PE;;;96.3;;
1993;;connection_to_electricity;Connection to electricity;p;;;PH;;;83.7;;
1998;;connection_to_electricity;Connection to electricity;p;;;PH;;;91.1;;
2003;;connection_to_electricity;Connection to electricity;p;;;PH;;;92;;
1990;;connection_to_electricity;Connection to electricity;p;;;PK;;;95.2;;
2006;;connection_to_electricity;Connection to electricity;p;;;PK;;;98.3;;
2005;;connection_to_electricity;Connection to electricity;p;;;RS;;;0;;
2005;;connection_to_electricity;Connection to electricity;p;;;RW;;;25.1;;
2000;;connection_to_electricity;Connection to electricity;p;;;RW;;;38.9;;
1992;;connection_to_electricity;Connection to electricity;p;;;RW;;;31.1;;
2005;;connection_to_electricity;Connection to electricity;p;;;SL;;;0;;
2005;;connection_to_electricity;Connection to electricity;p;;;SN;;;0;;
1993;;connection_to_electricity;Connection to electricity;p;;;SN;;;58.6;;
1997;;connection_to_electricity;Connection to electricity;p;;;SN;;;68.9;;
2006;;connection_to_electricity;Connection to electricity;p;;;SO;;;0;;
2006;;connection_to_electricity;Connection to electricity;p;;;SY;;;0;;
2006;;connection_to_electricity;Connection to electricity;p;;;SZ;;;63.4;;
1997;;connection_to_electricity;Connection to electricity;p;;;TD;;;9.4;;
2004;;connection_to_electricity;Connection to electricity;p;;;TD;;;16.4;;
2006;;connection_to_electricity;Connection to electricity;p;;;TG;;;0;;
1998;;connection_to_electricity;Connection to electricity;p;;;TG;;;41.2;;
2006;;connection_to_electricity;Connection to electricity;p;;;TH;;;0;;
1993;;connection_to_electricity;Connection to electricity;p;;;TR;;;0;;
1998;;connection_to_electricity;Connection to electricity;p;;;TR;;;0;;
2004;;connection_to_electricity;Connection to electricity;p;;;TR;;;0;;
2007;;connection_to_electricity;Connection to electricity;p;;;TZ;;;98.6;;
1992;;connection_to_electricity;Connection to electricity;p;;;TZ;;;23.9;;
1996;;connection_to_electricity;Connection to electricity;p;;;TZ;;;0;;
1999;;connection_to_electricity;Connection to electricity;p;;;TZ;;;0;;
2004;;connection_to_electricity;Connection to electricity;p;;;TZ;;;38.9;;
1991;;connection_to_electricity;Connection to electricity;p;;;TZ;;;96.5;;
2002;;connection_to_electricity;Connection to electricity;p;;;TZ;;;98.7;;
2007;;connection_to_electricity;Connection to electricity;p;;;UA;;;99.9;;
2005;;connection_to_electricity;Connection to electricity;p;;;UA;;;0;;
1995;;connection_to_electricity;Connection to electricity;p;;;UG;;;40.2;;
2001;;connection_to_electricity;Connection to electricity;p;;;UG;;;43.9;;
2006;;connection_to_electricity;Connection to electricity;p;;;UG;;;41.8;;
1996;;connection_to_electricity;Connection to electricity;p;;;UZ;;;100;;
1997;;connection_to_electricity;Connection to electricity;p;;;VN;;;98.6;;
2002;;connection_to_electricity;Connection to electricity;p;;;VN;;;99.4;;
1991;;connection_to_electricity;Connection to electricity;p;;;YE;;;91.2;;
2006;;connection_to_electricity;Connection to electricity;p;;;YE;;;0;;
1998;;connection_to_electricity;Connection to electricity;p;;;ZA;;;84.2;;
2007;;connection_to_electricity;Connection to electricity;p;;;ZM;;;47.8;;
1992;;connection_to_electricity;Connection to electricity;p;;;ZM;;;39.2;;
1996;;connection_to_electricity;Connection to electricity;p;;;ZM;;;44.1;;
2002;;connection_to_electricity;Connection to electricity;p;;;ZM;;;45.1;;
2005;;connection_to_electricity;Connection to electricity;p;;;ZW;;;91.4;;
1994;;connection_to_electricity;Connection to electricity;p;;;ZW;;;80.4;;
1999;;connection_to_electricity;Connection to electricity;p;;;ZW;;;87.4;;
