"year";"year_range";"indicator_id";"friendly_name";"type_data";"selection_type";"deprivation_type";"country";"city";"region";"value";"description";"category"
2012;;"street_length";"Street length";"n";;;;"Benguet";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Baguio City";;142.7;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Kalinga";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Tabuk City";;5.11;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;;;147.81;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;;;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Ilocos Norte";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Laoag City";;124.44;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Batac City";;347.37;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Ilocos Sur";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Candon City";;13.59;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Vigan City";;15.54;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"La Union";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"San Fernando City";;20.51;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Pangasinan";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Alaminos City";;13.74;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Dagupan City";;17.58;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"San Carlos City";;194.81;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Urdaneta City";;3.5;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;;;751.08;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;;;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Cagayan";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Tuguegarao City";;41.1;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Isabela";;;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
2012;;"street_length";"Street length";"n";;;;"Cauayan City";;54.15;"Table 8 : Land Area, Street Density and Intersection Density, cities of Philippines";"Streets"
