year;year_range;indicator_id;friendly_name;type_data;selection_type;deprivation_type;country;city;region;value;description;category
2013;;street_density;Street density in km2;km2;total;;Armenia;Yerevan ;;2,2;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Bangladesh;Dhaka;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Bolivia;La Paz;;9,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Brazil;Brasilia ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Brazil;Sao Paulo;;12;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Burkina Faso;Ouagadougou ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Central African Republic;Bangui ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;China;Beijing ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;China, Hong Kong SAR;Hong Kong ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Colombia;Bogota;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Colombia;Medellin ;;11,9;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Egypt;Alexandria;;9,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Egypt;Cairo;;11;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Ethiopia;Addis Ababa ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Ghana;Accra ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Guatemala;Guatemala City;;13,3;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Guyana;Georgetown ;;8,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;India;Chandigarh ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;India;Kolkota ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;India;Mumbai;;13,7;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Indonesia;Jakarta;; ;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Japan;Tokyo ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Kenya;Nairobi ;;7,3;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Malaysia;Kuala Lumpurﾾ;;13;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Mexico;Guadalajara ;;14,4;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Mexico;Mexico City;;11,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Morocco;Casablanca;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Nigeria;Abuja ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Nigeria;Lagos;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Philippines;Manila;;12,8;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Rwanda;Kigali ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Senegal;Dakar ;;13,4;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Singapore;Singapore ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;South Africa;Cape Town;;12,2;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;South Africa;Johannesburg;;10,6;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Thailand;Bangkok ;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;United Republic of Tanzania;Dar es Salaam;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;United Republic of Tanzania;Dodoma;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Zambia;Lusaka;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
2013;;street_density;Street density in km2;km2;total;;Zimbabwe;Harare;;;Table 1: Proportion of Land Allocated to Street, Street Density and Intersection Density;Public spaces
